title,description,genre
murder on the orient express,"Detektyw Hercules Poirot&nbsp;zamierza rozwikłać zagadkę tajemniczego morderstwa, do którego doszło w pociągu.",crime
short circuit,"Wynaleziony przez wojskowych naukowców robot zostaje porażony piorunem, w wyniku czego zyskuje wolną wolę i ucieka z bazy. ",family
win win,"Prawnik podejmuje się szkolenia drużyny zapaśniczej. Podczas treningów odkrywa talent w chłopcu, który ma poważne problemy rodzinne.",drama
le petit prince,"Mały Książę opowiada swoją historię pilotowi, którego samolot rozbił się na Saharze.",animation
the star,"Osioł, owieczka i gołąb podążają za gwiazdą i stają się świadkami narodzin Jezusa. ",animation
the devil inside,"Isabell stara się pomóc matce, która została opętana przez demony.&nbsp;",horror
sakasama no patema,"Patema jest księżniczką podziemnego świata, która z zamiłowaniem odkrywa nowe tunele. Ciekawość prowadzi ją do zakazanej strefy.",sci-fi
les rivieres pourpres,"Dwaj policjanci łączą siły, by rozwikłać zagadkę brutalnych zbrodni popełnionych w okolicy.",crime
from dusk till dawn,"Po wzięciu zakładników dwaj przestępcy uciekają do Meksyku. Zatrzymują się w przydrożnym lokalu, nie wiedząc, że to siedlisko wampirów. ",horror
poniedzialek,Maniek podejmuje się ściągnięcia długów dla właściciela bankrutującej cukrowni. W sukurs przychodzą mu przyjaciele - Dawid i Romek. ,thriller
dapres une histoire vraie,"Sławna pisarka poznaje swą uroczą wielbicielkę, z którą szybko się zaprzyjaźnia.",thriller
nordwand,"Dwóch bawarskich alpinistów postanawia podejść szczyt Eiger od strony, na którą nikt wcześniej nie odważył się zdecydować. Sukces Aryjczyków ma podkreślić dominację III Rzeszy i ich rasy. ",biography
inglourious basterds,W okupowanej przez nazistów Francji oddział złożony z Amerykanów żydowskiego pochodzenia planuje zamach na Hitlera.,war
milk,"Historia Harvey'a Milka, amerykańskiego aktywisty i pierwszego homoseksualisty, który zasiadał we władzach miejskich Kalifornii.",biography
americas sweethearts,"Gwen i Eddie, słynna para aktorska, są w separacji. Nie służy to promocji ich najnowszego filmu, dlatego producenci za wszelką cenę starają się doprowadzić do pojednania skłóconego małżeństwa. ",comedy
the disappointments room,"Matka razem ze swoim synem wprowadzają się do wymarzonego domu, gdzie przypadkowo uwalniają złe moce czyhające na strychu.",horror
frankenstein,"Rok 1794. Ocalały rozbitek opowiada załodze statku mrożącą krew w żyłach historię o potworze, którego stworzył.",drama
la la land,Los Angeles. Pianista jazzowy zakochuje się w początkującej aktorce. ,musical
step up,"Tyler zostaje skazany na prace społeczne w szkole artystycznej. Czuje się tam nieswojo, dopóki nie poznaje pięknej studentki Nory.&nbsp;",romance
its all about love," Jest lato roku 2021. Świat nawiedza globalne oziębienie, w Ugandzie nawet zanika grawitacja. Elena jest słynną łyżwiarką, jednak chce się wycofać z życia publicznego. Od... ",drama
jestes bogiem,"Trzej przyjaciele, Magik, Rahim i Fokus, zakładają grupę Paktofonika. Nie podejrzewają, że ich utwory zmienią oblicze polskiego hip-hopu, stając się głosem młodego pokolenia.",biography
xxx: state of the union,Waszyngton. Sekretarz obrony Deckert planuje zamach stanu i obalenie prezydenta. Były żołnierz Navy Seals - Darius Stone zostaje zwerbowany do programu xXx celem powstrzymania spisku.,action
menace ii society,Młody uliczny naciągacz próbuje uciec od rygorów i pokus getta w poszukiwaniu lepszego życia.,crime
someone great,Ambitna dziennikarka żegna się z nowojorskimi przyjaciółkami przed przeprowadzką do San Francisco.,comedy
beowulf &amp; grendel,"Beowulf przybywa do kraju króla Hrothgara, aby stawić czoła nękającemu jego poddanych trollowi Grendelowi. ",fantasy
rio bravo,Szeryf usiłuje zapobiec wydostaniu się z więzienia znanego mordercy.,western
frozen fever,Elsa przygotowuje imprezę urodzinową dla swojej siostry Anny.,animation
teenage mutant ninja turtles,Cztery żółwie w wyniku kontaktu z tajemniczą substancją uzyskują ludzkie rozmiary i umysł. Ich mentorem oraz opiekunem zostaje szczur Splinter.,family
man som hatar kvinnor,"Doświadczony dziennikarz śledczy i młoda hakerka starają się rozwikłać zagadkę zaginięcia 16-letniej dziewczyny, do którego doszło czterdzieści lat wcześniej. ",crime
fired up!,"Shawn i Nick to członkowie szkolnej drużyny futbolowej, którzy jak co roku wyjeżdżają na obóz. Tym razem decydują się dołączyć do grupy czirliderek.",comedy
we are legion: the story of the hacktivists, Czym naprawdę jest głośny ostatnimi laty ruch Anonymous: cyber-zagrożeniem czy raczej gwarantem wolnego internetu? Czy jego członkowie to terroryści czy wręcz przeciwnie... ,documentary
vsetko alebo nic,Dwóch przystojnych mężczyzn walczy o serce pięknej dziewczyny. ,comedy
mutiny on the bounty,Oburzona surową dyscypliną załoga okrętu Bounty postanawia się zbuntować.,adventure
beethoven,"Mały bernardyn przypadkowo trafia pod dach państwa Newtonów. Dzieciaki zauroczone szczeniakiem nadają mu imię Beethoven i przekonują niechętnego ojca, by pozwolił im go zatrzymać.",family
eurotrip,"Absolwent liceum wyrusza z grupą przyjaciół w szaloną podróż do Europy, by spotkać się ze swoją internetową znajomą.",comedy
o menino e o mundo,"Chłopiec wyrusza w ślad za ojcem, który opuścił dom w poszukiwaniu pracy. ",animation
the queens corgi,"Rex to arystokratyczny królewski psiak, który właśnie wpadł w wielkie kłopoty. Sympatyczny Corgi opuszcza dwór królewski i trafia do schroniska dla zwierząt.",animation
jungle cruise,Charyzmatyczny kapitan łodzi i odważna badaczka dzikiej przyrody wyruszają na wyprawę przez amazońską dżunglę by odnaleźć drzewo życia.,fantasy
the crow: city of angels,"Ashe Corven&nbsp;powraca zza grobu, by pomścić śmierć swoją i syna. Pomaga mu tajemnicza Sarah.",fantasy
aquaman,"Arthur Curry niechętnie stara się przejąć władzę w podwodnym królestwie Atlantydy, żeby zapobiec wojnie z ludźmi żyjącymi na powierzchni.",action
the magnificent seven,"Siedmiu rewolwerowców łączy siły, by pomóc w ochronie wioski przed uzbrojoną bandą złoczyńców.",western
nims island,"Tajemniczą wyspę zamieszkuje Nim wraz z ojcem. Kiedy mężczyzna znika bez śladu, córka prosi o pomoc słynnego bohatera, Alexa Rovera. ",family
"hjlp, jeg er en fisk",Troje dzieci zostaje zmienionych w ryby i odkrywa sekrety podwodnego świata. ,animation
bulletproof,"Tajny agent policji przenika do półświatka, gdzie jego lojalność zostaje wystawiona na próbę.",comedy
the mighty ducks,Młody prawnik zostaje skazany za jazdę pod wpływem alkoholu na prace społeczne. W ramach kary ma prowadzić treningi dziecięcej drużyny hokeja. ,family
kokuhaku,"Zdeterminowana nauczycielka próbuje wyjaśnić przyczynę morderstwa swojego dziecka, szukając winnych wśród uczniów własnej klasy.",thriller
optimistene," ""Optymistki"" to niezwykła drużyna siatkarska! &nbsp; W jej skład wchodzą panie w wieku od 66 do 98 lat. Pomimo odbywanych co tydzień treningów, od trzydziestu lat nie zagrały... ",documentary
sid and nancy,"Sid Vicious jest muzykiem oraz członkiem grupy Sex Pistols. W jego życiu dominują narkotyki i alkohol, które doprowadzają do tragedii.",biography
el bar,Grupa nieznajomych sobie ludzi zostaje uwięziona w barze.,horror
justin bieber: never say never,"Opowieść o chłopaku, który stał się jednym z najbardziej znanych piosenkarzy na świecie, dzięki zamieszczonym przez siebie nagraniom w internecie.",biography
jason lives: friday the 13th part vi,"Ożywiony przez piorun Jason powraca nad jezioro Crystal Lake. Jedyną osobą, która może go pokonać jest Tommy Jarvis.",horror
dancer,"Fascynująca opowieść o wielkiej pasji, morderczej pracy, ogromnym sukcesie, wypaleniu i odkrywaniu siebie na nowo. Bohaterem filmu jest Siergiej Połunin zwany „chuliganem baletu”.",documentary
capone,Po dziesięciu latach spędzonych w więzieniu cierpiący na demencję Al Capone stawia czoło swojej brutalnej przeszłości. ,biography
bridesmaids,"Annie zostaje druhną honorową. Wraz z koleżankami wyrusza w podróż, by zaszaleć na wieczorze panieńskim. ",comedy
the equalizer,"Uznany za zmarłego były żołnierz sił specjalnych wiedzie spokojne życie. Kiedy decyduje się pomóc Teri, wchodzi w konflikt z rosyjskimi gangsterami. ",thriller
mr. magoo,Podstarzały milioner ma kłopoty ze wzrokiem. Podczas wizyty w muzeum staje się to powodem jego kłopotów. ,family
gierek,"Historia życia Edwarda Gierka, I sekretarza KC PZPR w latach 1970–1980.",biography
jeepers creepers,Brat i siostra wracają na święta do domu. Podczas podróży rodzeństwo zostaje zaatakowane przez wygłodniałego potwora.,horror
diary of a wimpy kid: rodrick rules,"Greg Heffley rozpoczyna naukę w siódmej klasie. Tym razem to nie szkoła będzie dla niego utrapieniem, lecz własna rodzina.",family
the league of extraordinary gentlemen,"Kilka niezwykłych osobistości łączy swoje siły, by stawić czoło szalonemu złoczyńcy. ",fantasy
death wish,"Zdesperowany chirurg postanawia zemścić się na gangsterach, którzy brutalnie napadli na jego rodzinę.",thriller
the dictator,"Historia dyktatora Aladeena, który podczas wizyty w Ameryce na własnej skórze doświadczy, co znaczy demokracja.",comedy
mirrors,"Ben rozpoczyna pracę jako stróż w opuszczonym centrum handlowym. Mężczyzna zauważa, że lustra, które się tam znajdują, nie są zwyczajne.",horror
papillon,Rok 1931. Niesłusznie oskarżony o morderstwo złodziej Henri Charriere&nbsp;trafia do kolonii karnej w Gujanie Francuskiej. Wkrótce podejmuje próbę ucieczki.,biography
paintball,"Pasjonaci mocnych wrażeń spotykają się w lesie na rundzie paintballa. Wbrew zasadom jeden z uczestników posiada ostrą amunicję, dzięki której chce wyeliminować konkurencję.",thriller
"bedziesz legenda, czlowieku",Dokument przedstawia polską reprezentację w piłce nożnej podczas Euro 2012.,documentary
la dolce vita,"Marcello Rubini pracuje jako dziennikarz w Rzymie, próbując odnaleźć miłość i szczęście, które dawno temu utracił.",drama
lucky them,Dziennikarka rockowa dostaje zlecenie wytropienia swojego byłego chłopaka.,drama
thx 1138,"Tytułowy bohater postanawia uciec z antyutopijnego świata, w którym myśli są prześwietlane, a miłość jest największą zbrodnią.",drama
beyond skyline,"Po ataku obcej cywilizacji na Los Angeles, detektyw Mark Corley rusza uratować swojego syna, który został uprowadzony przez kosmitów.",action
how to steal a million,"Chcąc uchronić ojca przed ujawnieniem fałszerstwa rzeźby bogini Wenus, Nicole postanawia wykraść ją z muzeum. Kobiecie pomaga przystojny złodziej Simon.",romance
mank,"Hollywood z lat 30. zostaje ocenione oczami zjadliwego krytyka społecznego i alkoholika – Hermana J. Mankiewicza, który ściga się, by skończyć scenariusz ""Obywatela Kane’a"" dla Orsona Wellesa.",biography
the trust,Para przeciętnych policjantów postanawia obrabować bankowy skarbiec.,crime
hell,"Apokaliptyczna wizja niedalekiej przyszłości, w której Ziemia zamieniła się w jałową pustynię.",thriller
dirty harry,"Szaleniec o pseudonimie Skorpion strzela do ludzi z dachów i szantażuje burmistrza San Francisco. Może go unieszkodliwić jedynie inspektor Callahan, znany ze stosowania brutalnych metod wobec przestępców. ",crime
glass,"Strażnik David Dunn, wykorzystując swoje nadprzyrodzone zdolności, tropi człowieka o wielu osobowościach. ",thriller
bathory,Historia Elizabeth Bathory uważanej za jedną z największych morderczyń w historii.,biography
legend,"Lata 50. i 60. Londyńscy gangsterzy-bliźniacy, Ronald oraz Reginald Kray, terroryzują miasto. ",biography
the third man,"Pisarz podrzędnych kryminałów przyjeżdża do powojennego Wiednia, gdzie ma rozwiązać zagadkę śmierci przyjaciela.",crime
zacma,"Historia spotkania kardynała Stefana Wyszyńskiego - Prymasa Tysiąclecia - z Julią Brystygierową, jedną z najbardziej niesławnych postaci powojennej Polski.",biography
the numbers station,"Po nieudanym zleceniu agent CIA zostaje przeniesiony do ochrony stacji szyfrującej, która zostaje zaatakowana przez terrorystów. ",thriller
la dama y la muerte," Staruszka, pogodzona z tym, że jej życie powoli dobiega końca, oczekuje na śmierć. Liczy, że spotka się wówczas ze swoim zmarłym mężem. Pewnej nocy nadchodzi pora... ",animation
7 zwerge - der wald ist nicht genug,Siedmiu krasnoludków decyduje się pomóc Królewnie Śnieżce uratować jej syna.,fantasy
kingdom of heaven,"Życie pogrążonego w rozpaczy po stracie żony i syna kowala Baliana odmienia wizyta jego ojca, słynnego rycerza Godfryda z Ibelinu.",drama
the verdict,"Adwokat Frank Galvin częściej zagląda do kieliszka niż na salę rozpraw. Skomplikowana sprawa o zadośćuczynienie za błąd w sztuce medycznej jest jego ostatnią szansą, aby uratować karierę. ",drama
moonfall,"Tajemnicza siła wybija Księżyc z orbity i posyła go na kurs kolizyjny z Ziemią. Grupa astronautów wyrusza w kosmos, by zapobiec katastrofie. ",sci-fi
bleed for this,"Młody bokser&nbsp;walczy o powrót&nbsp;na ring po wypadku samochodowym, w którym jego kręgosłup został poważnie uszkodzony. ",biography
dolls,Film jest czerpiącą inspiracje z tradycyjnego teatru lalkowego opowieścią o miłosnych perypetiach trzech par.,drama
the east,"Rezolutna agentka przenika w szeregi grupy ""Wschód"", aby zidentyfikować jej najnowsze cele. ",thriller
always,"Pete ginie w katastrofie samolotu. Wkrótce powraca jako duch, by pomóc ukochanej, Dorindzie, rozpocząć nowe życie. ",fantasy
bang gang (une histoire damour moderne),"Grupa przyjaciół wymyśla odważną zabawę, którą nazywa Bang Gang. Jeśli w nią nie grasz, jesteś nikim. ",drama
dumb and dumber to,"Zwariowani przyjaciele&nbsp;udają się na poszukiwania nieślubnej córki Harry'ego, który potrzebuje przeszczepu nerki.",comedy
rab ne bana di jodi,"Na łożu śmierci nauczyciel prosi Surindera, aby poślubił jego córkę. Wymuszone małżeństwo nie jest marzeniem Taani, więc dziewczyna postanawia uczestniczyć w kursie tańca, gdzie poznaje Raja.",musical
home on the range,"Aby farma Pearl nie trafiła pod młotek, trzy krowy wyruszają złapać bandytę i dzięki temu zgarnąć nagrodę.",animation
minding the gap," Zack, Keire i Bing spędzają wolny czas na jeżdżeniu na deskorolce po mieście i imprezowaniu.",documentary
l.a. confidential,"Los Angeles, rok 1953. Trzech działających niezależnie od siebie funkcjonariuszy policji próbuje rozwiązać sprawę wielokrotnego zabójstwa w nocnym barze. ",crime
the boy next door,"Zdradzona kobieta ulega nastoletniemu sąsiadowi, który jest bardzo niebezpieczny.",thriller
solo: a star wars story,Han Solo podróżuje przez galaktykę. Podczas śmiałych eskapad w głąb przestępczego półświatka poznaje Chewbaccę i Lando Calrissiana.,adventure
the missouri breaks,W dolinie rzeki Missouri dochodzi do serii kradzieży koni. Rozzłoszczeni ranczerzy angażują tropiciela przestępców. ,western
"lock, stock and two smoking barrels",Czterech przyjaciół postanawia ograć w karty potężnego gangstera&nbsp;i zgarnąć jego pieniądze. ,comedy
shrek the halls,"Shrek stara się zorganizować spokojne święta, które chce spędzić tylko z rodziną. Jego znajomi mają jednak inne plany i ogrom chęci do pomocy.",animation
the bfg,"Cierpiąca na bezsenność sierota Sophie pewnej nocy zauważa olbrzyma. Ten, dla bezpieczeństwa swojej rasy, postanawia ją porwać.",family
enders game,Rok 2070. Ludzkość zagrożona inwazją obcych szkoli dzieci na kosmiczną elitę wojenną. Wśród nich jest wyjątkowo uzdolniony Ender. ,action
mighty aphrodite,"Nowojorska para decyduje się na adopcję dziecka. Gdy wyrasta ono na nieprzeciętnie inteligentnego chłopca, mężczyzna zaczyna marzyć, by poznać jego biologiczną matkę.",fantasy
prom night,Bal maturalny z najpiękniejszej nocy życia przeradza się w piekło. ,horror
once upon a time in mexico, Skorumpowany agent CIA zleca muzykowi El Mariachi zadanie zapobiegnięcia zabójstwu prezydenta Meksyku. ,action
paycheck,Michael pracuje dla wielkich korporacji. Przed otrzymaniem zapłaty musi poddawać się zabiegowi czyszczenia pamięci. ,action
overlord,"Przeddzień operacji D-Day, amerykańscy spadochroniarze w nazistowskiej wieży odkrywają niebezpieczne eksperymenty, które mają Hitlerowi pomóc wygrać II wojnę światową. ",horror
what men want,"Agentka sportowa zyskuje nieoczekiwaną przewagę, gdy zaczyna słyszeć myśli mężczyzn. Postanawia przechytrzyć kolegów i dostać awans, podpisując kontrakt z przyszłą gwiazdą NBA.",comedy
"o brother, where art thou?",W latach Wielkiego Kryzysu złodziejaszek Ulysses i jego dwaj kompani uciekają z więzienia. Główny bohater mami towarzyszy wizją ukrytego skarbu.&nbsp;,comedy
the lizzie mcguire movie,"Kiedy nastolatka wyjeżdża na wycieczkę do Włoch, mieszkańcy uważają ją za gwiazdę muzyki pop. ",comedy
in your eyes,Dwoje niemających z pozoru ze sobą nic wspólnego ludzi łączy unikalna telepatyczna więź. ,romance
stan helsing,"Stan Helsing z przyjaciółmi trafia do domu nawiedzonego przez potwory. Dowiaduje się, że to on ma za zadanie pokonanie ich.",comedy
charming,"Nad księciem Czarusiem ciąży klątwa, która powoduje, że zakochuje się w nim każda napotkana dziewczyna. Żeby nie stracić prawa do tronu, książę będzie musiał dostosować się do ultimatum ojca i znaleźć miłość życia.",animation
memoria de mis putas tristes,Ekranizacja powieści Gabriela Garcíi Márqueza. Emerytowany dziennikarz postanawia spełnić swoją erotyczną fantazję – spędzić noc z dziewicą.,drama
[rec],Reporterka telewizyjna wraz z kamerzystą śledzą akcję strażaków wezwanych do nagłego wypadku. Nagle dzieje się coś przerażającego i wszyscy zostają zamknięci w środku.,horror
against the ice,"Duński kapitan Ejnar Mikkelsen w 1909 roku wyrusza na polarną ekspedycję, by udowodnić, że Grenlandia jest jedną wyspą, do której nie ma praw USA.&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;",adventure
skarb,"Powojenna Warszawa. Młode małżeństwo oczekujące na nowe lokum trafia do mieszkania, którego lokatorzy poszukują ukrytego skarbu. ",comedy
the shining,Jack podejmuje pracę stróża odciętego od świata hotelu Overlook. Wkrótce idylla zamienia się w koszmar. ,horror
serbuan maut,Elitarny oddział SWAT wkracza do siedziby kartelu narkotykowego. Podczas akcji policjanci wpadają w pułapkę.,action
kochaj albo rzuc,"Pawlak i Kargul, wraz z wnuczką Anią, lecą do Chicago na zaproszenie Johna, brata Kazimierza. ",comedy
mou gaan dou,"Yan jest policjantem, który pod przykrywką rozpracowuje hongkońską mafię, z kolei Ming to mafijny szpieg pracujący w policji. Obie strony odkrywają, że są infiltrowane.",crime
cowboys &amp; aliens,Mieszkańcy małego miasteczka na Dzikim Zachodzie zostają zaatakowani przez wrogą kosmiczną rasę. Muszą walczyć o przeżycie.,western
mike and dave need wedding dates,Dwaj bracia poszukują idealnych partnerek na wesele siostry. Zamieszczają ogłoszenie w internecie. ,comedy
a cure for wellness,"Młody mężczyzna przyjeżdża do ośrodka odnowy biologicznej, aby zabrać stamtąd swojego szefa. Nie wie, że miejsce skrywa mroczny sekret. ",horror
hotel chevalier,"Jack od miesiąca mieszka w paryskim hotelu. Pewnego wieczora otrzymuje telefon od byłej dziewczyny, która oznajmia, że jedzie się z nim zobaczyć. ",drama
nine lives,"Zarozumiały biznesmen, uwięziony w ciele domowego kota, stara się z niego wydostać. ",family
teen titans go! to the movies,"Młodzi Tytani też chcą mieć film o swoich przygodach, dlatego wyruszają do Tinsel Town, by do pomysłu przekonać znanego reżysera. ",animation
avatar,"Jake, sparaliżowany były komandos, zostaje wysłany na planetę Pandora, gdzie zaprzyjaźnia się z lokalną społecznością i postanawia jej pomóc. ",sci-fi
the 9th life of louis drax,"Dziewięcioletni Louis Drax w wyniku tajemniczego wypadku zapada w głęboką śpiączkę. Neurolog Allan Pascal chce poznać prawdę i dowiedzieć się, czy chłopcu nadal grozi niebezpieczeństwo. ",thriller
28 weeks later,"Śmiercionośny wirus atakujący Wielką Brytanię zostaje pokonany. Kiedy ludzie odbudowują kraj, na ich terytorium wkracza zakażony człowiek. ",horror
it comes at night, Paul z najbliższymi znalazł schronienie przed tajemniczym wirusem w opuszczonym domku. Wkrótce do chatki przybywa kolejna rodzina. ,horror
wish upon," Nastolatka odnajduje tajemniczą pozytywkę, która spełnia siedem jej życzeń, co przynosi jej radość i sukces, podczas gdy jej najbliżsi zaczynają umierać. ",horror
brightburn,"Rok 2006, Kansas. W pobliżu farmy Tori i Kyle'a dochodzi do niecodziennego zdarzenia. Kilkanaście lat później dostrzegają oni dziwne zachowanie u syna, który staje się nieposłuszny i agresywny.",horror
the assassination of richard nixon,Sam Bicke jest niezadowolony z porządków panujących w kraju. Postanawia dokonać zamachu na prezydenta Stanów Zjednoczonych.,drama
scary movie 4,Cindy z przyjaciółmi musi uratować świat przed inwazją kosmitów i zmierzyć się z duchem małego chłopca.,comedy
kokaku kidotai,Para agentów poszukuje niebezpiecznego hakera znanego jako Władca Marionetek.,action
the colony,Rok 2045. Poprzez wychłodzenie klimatu na Ziemi ludzie wegetują w stworzonych przez siebie koloniach. Niebawem jedna z nich odbiera wezwanie pomocy. ,thriller
the russia house,Brytyjski wydawca Bartholomew Scott Blair zostaje zaangażowany przez MI6 i CIA do wykonania tajnej misji w ZSRR.,thriller
the crow,"Erick i jego dziewczyna zostają zamordowani. Rok później mężczyzna powraca z zaświatów, aby przy pomocy kruka pomścić śmierć ukochanej.",fantasy
asterix et la surprise de cesar,"Falbala i Tragikomix zostają porwani przez Rzymian. Asterix z Obelixem udają się do Rzymu, ażeby ich uratować.",animation
knights of badassdom,Grupa przyjaciół pasjonująca się grami typu&nbsp;LARP nieświadomie przywołuje demona z piekieł.,fantasy
il traditore," W najdroższym ze swoich filmów mistrz Bellocchio bez wahania zdradza romantyczną, gangsterską narrację spod znaku ""Ojca chrzestnego""&nbsp;na rzecz surowej rekonstrukcji... ",biography
pontypool,"Podczas porannej audycji radiowej spiker, Grant Mazzy, dostaje informację o tajemniczych zamieszkach, które rozprzestrzeniają się w miasteczku Pontypool. ",horror
pawn sacrifice,Amerykański mistrz szachowy&nbsp;Bobby Fischer przygotowuje się do pojedynku&nbsp;z Rosjaninem Borisem Spasskim.,biography
red river,"Hodowcy bydła wraz ze swoim inwentarzem wyruszają do Missouri w celu powiększenia stada. Trudna podróż sprawia, że część osób się buntuje. ",western
borat: cultural learnings of america for make benefit glorious nation of kazakhstan,"Borat, dziennikarz kazaskiej telewizji, jedzie do USA, by poznać amerykańską kulturę.",comedy
rabbit-proof fence,"Pochodzące z mieszanych aborygeńskich rodzin Molly, Daisy i&nbsp; Grace trafiają do specjalnego ośrodka. Chcąc wrócić do domu, dziewczynki decydują się na ryzykowną ucieczkę.",adventure
rules dont apply,"Historia Howarda Hughesa, który w późnych latach swojego życia ma romans z młodszą kobietą.",drama
last action hero,Miłośnik filmów akcji dzięki magicznemu biletowi przenosi się do świata swojej ulubionej produkcji. ,fantasy
loro,"Oni to Silvio Berlusconi, jego świta i orbitujący wokół nich karierowicze, gotowi zrobić wszystko dla pieniędzy i politycznej chwały.",biography
big game,Samolot&nbsp;z prezydentem&nbsp;USA na pokładzie zostaje zestrzelony i spada do lasu. Trzynastoletni chłopiec pomaga głowie państwa przetrwać w dziczy.&nbsp;,action
bezmiar sprawiedliwosci,"Namawiany przez ojca do podjęcia studiów prawniczych Łukasz słucha opowieści mecenasa Wilczka o procesie, który odbył się przed laty.",thriller
bullet train,"Pięcioro zabójców, znajdujących się w szybkim pociągu jadącym z Tokio do Morioki, odkrywa, że ich zlecenia są ze sobą wzajemnie powiązane. Powstaje pytanie, kto wyjdzie z pociągu żywy i co ich czeka na stacji końcowej.",action
nighthawks,"Dwaj nowojorscy policjanci próbują schwytać międzynarodowego terrorystę, który grozi zamachami w mieście. ",crime
wyatt earp,"Historia burzliwego życia Wyatta E., który staje się jednym z najsłynniejszych stróżów prawa w historii amerykańskiego Dzikiego Zachodu. ",biography
wesele,"Historia miłości tak mocnej, że przekracza granice, nie mieści się w ramach i jest silniejsza od wszelkich barier. Szczere spojrzenie na współczesny świat, a także dramatyczna podróż w przeszłość, która nikomu nie pozostanie obojętna.",drama
foxcatcher,Rywalizujący z bratem zapaśnik Mark Schultz zostaje zaproszony przez multimilionera Johna du Ponta do jego posiadłości i wzięcia udziału w przygotowaniach do Olimpiady w Seulu.,biography
heavy metal,"Będąca wcieleniem wszelkiego zła zielona kula - Loc-Nar - opowiada o swojej potędze dziewczynce, w której drzemie obrończyni świata. ",adventure
paddington 2,"Pomyłkowo osadzony w areszcie, wśród zepsutych do szpiku kości typów spod ciemnej gwiazdy, Paddington zrobi wszystko, by złapać prawdziwego złodzieja tajemniczej książki.",family
turbo kid,"Młody chłopiec transformuje się w superbohatera, aby odbić swoją przyjaciółkę Apple z rąk samozwańczego władcy Zeusa. ",action
halloween,"Po kilkunastu latach pobytu w szpitalu psychiatrycznym Michael Myers ucieka. Morderca chce odszukać swoją młodszą siostrę, Laurie.",horror
dr. no,James Bond musi przeszkodzić Doktorowi No w zniszczeniu programu kosmicznego USA. ,thriller
the limehouse golem," Londyn, 1880 rok. W portowej dzielnicy dochodzi do serii mordów. Ofiar zdaje się nic nie łączyć, poza bestialsko okaleczonymi zwłokami. Tymczasem wodewilowa artystka... ",crime
ambition,"Na odległej planecie Mistrz obserwuje Uczennicę, która stara się zdać test z użytkowania nanotechnologii, by dowieść swojej wartości.",sci-fi
meet joe black,Śmierć pod pseudonimem Joe Black zjawia się po Williama. Nieoczekiwanie zakochuje się w jego córce. ,fantasy
patriot games,"IRA przeprowadza w Londynie zamach na członka rodziny królewskiej, którego ratuje były pracownik CIA, Jack Ryan. Kiedy jednak podczas akcji ginie brat organizatora ataku, mężczyzna poprzysięga zemstę.",thriller
doomsday,"Kiedy śmiercionośny wirus pustoszy Wielką Brytanię, major Eden Sinclair wraz z załogą wyrusza na poszukiwanie lekarstwa.",action
mary poppins returns,"Niania powraca, gdy w rodzinie Banksów znowu pojawiają się kłopoty. ",family
the time travelers wife,Henry cierpi na nietypową chorobę genetyczną powodującą nieoczekiwane podróże w czasie. Podczas jednego z takich epizodów mężczyzna poznaje miłość swojego życia.,fantasy
flightplan,Podczas lotu samolotem córka Kyle Pratt znika bez śladu. ,thriller
unicorn store,"Ekscentryczna malarka wylatuje ze&nbsp;szkoły i&nbsp;zaczyna nudną pracę w&nbsp;biurze, ale pewnego dnia staje przed szansą na&nbsp;spełnienie życiowego marzenia - adoptowania jednorożca.",comedy
frozen river,Dwie samotne kobiety w przededniu Bożego Narodzenia podejmują się nielegalnego przemytu ludzi przez granicę między USA a Kanadą.,crime
london has fallen,Terroryści planują największy w historii zamach. O losach zachodniej cywilizacji mogą zadecydować umiejętności jednego człowieka. ,thriller
love at first hiccup," Nieśmiały pierwszak Victor (Devon Werkheiser) zakochuje się po uszy w uczennicy starszej klasy. Niestety, Anya (Scout Taylor-Compton) gra w zupełnie innej lidze. Jest... ",comedy
the interview,Gospodarz i producent talk show zostają wplątani w międzynarodowy spisek. ,comedy
the emoji movie," Miasto Tekstopolis zamieszkują&nbsp; emotki, gdzie każda z nich wyraża jedną konkretną emocję. Z wyjątkiem Minka, co może doprowadzić do katastrofy. ",animation
tron,"Haker zostaje przeniesiony do wnętrza systemu komputerowego i zmuszony, by walczyć o życie. Jego jedyną nadzieją jest program Tron. ",adventure
chaos,Detektyw Conners i jego nowy partner Dekker prowadzą śledztwo w sprawie tajemniczego napadu na bank. Wkrótce policjanci odkrywają intrygę na dużą skalę. ,crime
2010,"Amerykańsko-radziecka ekspedycja zostaje wysłana w pobliże Jowisza, aby odkryć przyczynę niepowodzenia misji załogi kosmicznego statku Discovery.",thriller
the exception,"Oficer Wermachtu zostaje wysłany do Holandii, by ochraniać byłego cesarza Niemiec Wilhelma II. Z czasem zakochuje się w służącej monarchy.",drama
the last exorcism part ii,"Nell Sweetzer próbuje wrócić do normalnego życia po tym, jak została odnaleziona z objawami amnezji. Wkrótce odzywa się zła moc, która ją opętała.",horror
nightwatch,Student Martin zatrudnia się na nocną zmianę jako strażnik. W kostnicy zaczynają być popełniane zbrodnie. ,thriller
the lake house,"Kate i Alex odkrywają, że mieszkają w tym samym domu nad jeziorem, ale dzieli ich różnica dwóch lat. Komunikują się ze sobą za pomocą magicznej skrzynki pocztowej.",fantasy
